type,id,version,timestamp,changeset,user,uid,lat,lon,tag:alt_name,tag:name,tag:natural,tag:short_name,tag:tourism,tag:website,tag:wheelchair,tag:wikidata,tag:wikipedia,tag:cave:ref,tag:ele,tag:wikimedia_commons,tag:fee,tag:depth,tag:geological,tag:historic,tag:historic:civilization,tag:historic:era,tag:historic:period,tag:access,tag:internet_access,tag:internet_access:fee,tag:internet_access:ssid,tag:name:mi,tag:ref:linz:place_id,tag:email,tag:name:af,tag:name:en,tag:phone,tag:name:ar,tag:name:fr,tag:source,tag:protect_class,tag:protection_title,tag:ref,tag:ref:DE-BY,tag:short_protection_title,tag:barrier,tag:internet_access:description,tag:opening_hours,tag:start_date,tag:reservation,tag:height,tag:locked,tag:note:en,tag:note:hu,tag:official_name,tag:protection_object,tag:protection_title:en,tag:name:de,tag:name:ru,tag:payment:cards,tag:payment:coins,tag:addr:city,tag:addr:country,tag:addr:postcode,tag:contact:phone,tag:contact:website,tag:heritage,tag:heritage:operator,tag:ref:whc,tag:lit,tag:LINZ:source_version,tag:attribution,tag:source_ref,tag:material,tag:not:natural,tag:name:ca,tag:name:tk,tag:wpt_symbol,tag:direction,tag:cave:fee,tag:name:es,tag:addr:street,tag:charge,tag:payment:cash,tag:mhs:inscription_date,tag:ref:mhs,tag:source:heritage,tag:url,tag:SIRUTA:code,tag:codul_entității_muzeale,tag:duration,tag:interval,tag:level,tag:museum_type,tag:name:hu,tag:photography:inside,tag:photography:note,tag:source:link,tag:temperature,tag:tourism_survey,tag:description,tag:name:tr,tag:highway,tag:subject:wikidata,tag:subject:wikipedia,tag:fixme,tag:designation,tag:length,tag:int_name,tag:note,tag:payment:credit_cards,tag:cave:ref:IT:FST,tag:source:url,tag:cave:length,tag:name:hr,tag:name:it,tag:operator,tag:source:name:mi,tag:name:ne,tag:name:he
node,1312824946,10,2026-02-05T09:30:00Z,178130083,cave2596,6841341,44.3143024,15.4750108,,Manita peć,cave_entrance,,,https://www.np-paklenica.hr/en/index.php/park/tourist-facilities/manita-pec-cave,,,,,570,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1325351976,8,2023-09-17T13:43:25Z,141382596,tg4567,12500589,39.5070206,3.2995185,,Cova des Pirata,cave_entrance,,,,,Q20639449,,,22,Category:Cova des Pirata,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cova des Pirata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1389940709,2,2019-12-25T04:28:54Z,78836134,camelCaseNick,9563645,47.8231298,13.8427464,,Gasselhöhle,cave_entrance,,,,,Q1495345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1488744824,7,2024-08-05T19:42:12Z,154866214,TommiG,6096256,47.080068,11.6714154,,Spannagelhöhle,cave_entrance,,,https://www.spannagelhoehle.at,,Q875718,de:Spannagelhöhle,2515/1,,Category:Spannagelhöhle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1572294886,4,2025-01-31T17:29:16Z,161985473,Candid Dauth,41897,37.2325328,30.7113958,,Kocain Mağarası,cave_entrance,,attraction,,,Q30589415,en:Kocain Cave,,,Category:Kocain Cave,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kocain-Höhle,,,,,,,,,,,,,,,,,,,Kocain Mağarası,Skull and Crossbones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1825661457,1,2012-07-14T19:30:12Z,12220843,jeawrong,179966,41.0320735,17.1565982,,Grotta Valentini,cave_entrance,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1961032052,5,2022-11-26T02:36:44Z,129387823,jmaspons,11725140,40.9499921,0.5110749,,Cova Meravelles,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cova Meravelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2163196165,2,2014-02-13T18:05:18Z,20545543,geoscoutpr,621792,18.4081159,-66.981154,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2174721117,1,2013-02-26T07:30:21Z,15169962,pfg21,717210,54.1314346,56.8426495,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2264386190,2,2019-05-07T03:17:59Z,69957433,5m4u9,72264,-18.1143342,-65.8115243,,Caverna Umajalanta,cave_entrance,,attraction,,,,,,,,yes,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2267151473,6,2025-01-25T17:45:41Z,161755500,Acimut,17237320,22.5475962,-83.8430155,,Caverna de Santo Tomás,cave_entrance,,,,,Q1051870,es:Caverna de Santo Tomás,,,,,,,,,,,,,,,,,,,Cave of Santo Tomás,,,,,,,,,,,,Mo-Su 09:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 CUC,Caverna de Santo Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2285744211,3,2018-09-07T01:28:20Z,62358983,sb9576,943785,-34.2734417,115.0969569,,Moondyne Cave,cave_entrance,,attraction,,,Q4164274,en:Moondyne Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU,,,,,,,,,,,,,,,,,,,Jewel Caves Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2375460063,5,2025-09-21T15:04:25Z,172251099,Harald Hetzner,9177796,44.0045419,15.0384678,,Strašna peć,cave_entrance,,attraction,,,Q16113130,hr:Strašna peć,,,,yes,,,,,,,customers,,,,,,,,,,,,,,,,,,,,"May-Sep Mon-Sun 11:00-14:30, 15:30-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 EUR,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2382055156,4,2020-09-12T01:20:28Z,90781619,pizzaiolo,1772368,-21.1447124,-56.5915106,,Gruta do Lago Azul,cave_entrance,,attraction,,,Q22687920,,,,,,,,,,,,,,,,,,,,Blue Lake Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2423303117,6,2024-07-10T10:48:54Z,153778320,Coucouf,62548,45.4425621,0.785301,Grotte Préhistorique du Cluzeau,Grotte de Villars,cave_entrance,,attraction,http://grotte-villars.com,,Q177657,fr:Grotte de Villars,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,mhs,,,,,,,,,,,,,,,,,1958-12-09,PA00083067,"data.gouv.fr, Ministère de la Culture - 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2483192759,2,2021-08-22T11:47:23Z,110057921,seichter,66497,48.2809519,9.5133712,,Heuscheuerle,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heuscheuerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2486226122,6,2014-11-07T14:24:51Z,26615726,Gil d'Asprer,1006658,42.0528164,0.2488836,,Cova Terreu,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.panoramio.com/photo/85425753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2495014138,1,2013-10-13T14:16:49Z,18333259,katpatuka,17497,40.4869849,117.4889914,,兴隆溶洞,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2509040859,2,2017-11-12T20:11:30Z,53722656,ff5722,3450290,25.4099998,106.1600037,,Zhongdong cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2510360072,1,2013-10-27T14:04:06Z,18566364,Eric S,45284,-15.5422892,46.8853815,,Anjohibe,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2634652214,11,2025-11-08T13:22:40Z,174376101,SomeoneElse_Revert,1778799,46.553915,22.569324,,Peștera Urșilor,cave_entrance,,attraction,,,Q989608,ro:Peștera Urșilor,,,,,,,,,,,,,,,,,,,Bears' Cave,,,,INP,,,,,,,,Tu-Su 9:00-17:00,1980,,,,,,,,,,,,,Chișcău,,417366,,,,,,,,,,,,,,,,,,,40 RON,,,,,,30354,7108300.0,45,60,2,Natural Sciences - Caves,Medve-barlang,no,"Officially prohibited, the guide may allow personal pictures.",http://date.gov.ro/dataset/ghidul-muzeelor-din-romania,10 degrees Celsius,20.09.2013 13:49:25,,,,,,,,,,,,,,,,,,,,
node,2677612603,8,2017-06-18T19:36:30Z,49642450,adrianojbr,2339960,-27.2252582,-49.1574384,Cavernas de Botuverá,Grutas de Botuverá,cave_entrance,,attraction,http://www.botuvera.sc.gov.br/turismo-lazer/parque-das-grutas/,,,,,,,,,,,,,,,,,,,,,,,+55 47 3087 8387,,,,,,,,,,,Tu-Su 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729783661,5,2019-11-16T10:55:49Z,77161292,nbuzjak,534497,45.8187313,15.678312,,Nova Grgosova špilja,cave_entrance,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Tu-Su 12:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Show cave,,,,,,,,,,,,,,,,,,,
node,2824859401,2,2017-09-02T23:21:40Z,51682115,AJ Riley,157922,31.7288758,-110.7684871,,Cave of the Bells,cave_entrance,,,,,Q5054957,en:Cave of the Bells,,,,,,,,,,,,,,,,,,,,,,,USGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2875516784,2,2018-10-20T02:45:12Z,63694717,CharliePlett,4751364,17.0492181,-89.0972559,,Actun Chapat Cave Adventure,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2970889616,1,2014-07-19T23:43:34Z,24246221,nailuj,77405,51.3669091,7.6683407,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2972577607,1,2014-07-21T06:38:03Z,24266497,Oksion,60769,43.2459665,40.3985773,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3096058666,8,2018-09-19T08:39:39Z,62721815,kiaraSh-Q,2693232,35.8360367,48.1621486,,غار کتله خور,cave_entrance,,attraction,,,Q6375049,fa:غار کتله‌خور,,,,,,,,,,,,,,,,,,,Kataleh Khor Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,katle khor mağara,,,,,,,,,,,,,,,,,,
node,3269827185,2,2024-04-24T18:38:16Z,150462423,jmoliver,50971,18.3159809,-66.7720735,,Cueva del Arco,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3292745497,2,2018-04-26T06:41:18Z,58432059,breno-au,859676,-35.6250572,148.6944501,CP14,Barbers Cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://helictite.caves.org.au/pdf4/06.02.Issue.Print.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3294134845,4,2026-01-13T07:17:40Z,177166107,Gina Banyard,7553380,20.5531829,102.6295286,Tham Phatok,Pha Tok Cave,cave_entrance,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000 LAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3420452460,8,2017-03-06T07:26:11Z,46615121,agnostico,3084054,40.6399198,17.5020335,,Grotte di Montevicoli,cave_entrance,,,,,Q3777125,it:Grotte di Montevicoli,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3427512355,3,2018-03-08T07:21:57Z,56990048,Werewombat,1213011,42.0981425,-123.4073708,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3440813505,7,2025-09-14T18:36:12Z,171930238,itineris,622084,46.1180621,18.1513457,Szuadó-völgyi 3. sz. barlang,Trió-barlang,cave_entrance,,,https://termeszetvedelem.hu/talalati-oldal/?type=orszagos-barlangnyilvantartas&id=4120-71,,,,4120-71,,,,58,,,,,,permit,,,,,,,,,,,,,3,megkülönböztetetten védett,,,,door,,,,,,yes,accessible with the permission of the National Park Directorate,NPI hozzájárulásával látogatható,,cave,exceptionally protected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://orfu.hu/zold-ritmusban/kalandos-barlangturak/,,,,,,,,,,,,,Barlangtúra leírás a honlapon.,,,,,,,,,,,,,,,,,,,
node,3544073316,3,2023-09-09T03:39:32Z,141008571,sb9576,943785,-33.6414563,115.0348954,,Ngilgi Cave Entrance,cave_entrance,,,,no,,,,,,yes,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,steps,Q14935882,en:Ngilgi Cave,,,,,,,,,,,,,,,
node,3570423898,1,2015-06-03T23:31:37Z,31705406,Conormap,2354,-24.0302633,43.7548225,,Malaza Manga,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3570423899,1,2015-06-03T23:31:37Z,31705406,Conormap,2354,-24.0476935,43.7531438,,Mitoho,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3657259352,5,2020-11-16T08:42:58Z,94189154,Trubalu,3336523,-34.2077549,22.089524,Point of Human Origins,Pinnacle Point 13B,cave_entrance,,,https://www.humanorigin.co.za,,Q1814354,en:Pinnacle Point,,18,"File:Pinnacle_Point_Archaeological_Site,_Mossel_Bay_South_Africa.jpg",,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Heritage Western Cape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Location approximate,,,,,,,,,,,,,,
node,3658668205,2,2018-07-12T03:22:14Z,60632368,steerage250,65357,-31.5476174,115.6906614,,Yonderup Cave,cave_entrance,,attraction,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3783268558,3,2018-02-13T07:07:44Z,56314970,Jean-Louis Stanus,116840,50.139343,5.2028759,,Chantoir de la Laide Fosse,cave_entrance,,,,,,,592-035z,267,,,,,,,,,private,,,,,,,,,,,,http://carto1.wallonie.be/fiches/?ctx=karst&srv=id&value=592-035z,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3835819480,1,2015-11-14T14:45:23Z,35305407,zsolt d,2077889,33.808899,-105.201769,,Drill Hole,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3887334792,3,2019-11-03T19:53:30Z,76561130,davidmguest,4221879,13.1853265,-59.5742209,,Harrison's Cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cave,,,,,,,,,,,,,
node,3905429443,4,2023-09-27T17:23:21Z,141830776,tg4567,12500589,37.6326277,-0.8207837,,Cueva Victoria,cave_entrance,,attraction,http://www.cuevavictoria.com/,,Q5794122,es:Cueva Victoria,,,Category:Cueva Victoria,,,palaeontological_site,archaeological_site,prehistoric,paleolithic,stone-age,,,,,,,,,,,,,PNOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4018446140,1,2016-02-21T20:14:49Z,37354179,Ale_Zena_IT,22290,44.175376,8.1964061,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4086768866,4,2019-05-06T23:54:30Z,69954526,5m4u9,72264,-18.1101386,-65.7753157,,Caverna ToroToro,cave_entrance,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4100771303,1,2016-04-05T22:27:00Z,38333719,peregrination,486343,10.1419213,118.8685451,,Elephant Cave,cave_entrance,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4153268605,3,2016-08-04T12:33:38Z,41236704,Aleks-Berlin,85218,-12.3277965,-41.6073166,,Gruta Lapa Doce Exit,cave_entrance,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4153268606,1,2016-04-28T11:07:07Z,38946898,Dikig,739812,-12.3339123,-41.6047624,,Gruta Lapa Doce Entrance,cave_entrance,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4153384278,2,2019-08-30T13:54:30Z,73924632,mrpulley,67896,-32.6221459,148.9396055,,Cathedral Cave,cave_entrance,,,,,,,,,,yes,,,,,,,private,,,,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4209573222,1,2016-05-26T18:48:03Z,39587942,Thoschi,324868,51.2604185,7.6503186,,Geßhardthöhle,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4285191320,3,2021-01-14T13:26:16Z,97497973,BTH,481447,-8.5308192,120.4435024,,Liang Bua,cave_entrance,,,,,Q1822737,en:Liang Bua,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,~50,,,,,,,,,,,,
node,4306709100,2,2024-10-05T18:08:32Z,157512594,Mike Lehmann,127903,47.3109018,8.0411502,,Hügeliloch,cave_entrance,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4358968290,4,2025-12-30T07:28:14Z,176613413,CRCulver,340741,23.0820677,57.3543586,,كهف الهوتة,cave_entrance,,,,,Q2636101,en:Al Hoota Cave,,,"Category:Al-Hootah Cave, Al-Hamra'",,,,,,,,,,,,,,,,Al Hoota Cave,,كهف الهوتة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Hoota Cave,,,,,,,,,,,
node,4376800615,1,2016-08-31T06:07:16Z,41818789,MiMoHo,4115745,-8.0286285,110.6382419,,Goa Jomblang,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
