type,id,version,timestamp,changeset,user,uid,lat,lon,tag:heritage,tag:heritage:operator,tag:historic,tag:name,tag:name:ga,tag:ref:IE:nm,tag:ref:IE:smr,tag:wikidata,tag:wikipedia,tag:sketchfab,tag:tourism,tag:url:sketchfab,tag:material,tag:website,tag:alt_name,tag:inscription:la,tag:source:inscription,tag:wikimedia_commons,tag:note,tag:moved,tag:fixme,tag:name:en,tag:description,tag:inscription,tag:project,tag:source,tag:access,tag:height,tag:image,tag:moved:from,tag:source_ref,tag:width,tag:inscription:en,tag:inscription:pgl-Latn,tag:moved_to:wikidata,tag:location,tag:archaeological_site,tag:historic:civilization,tag:level,tag:depth,tag:source:ref,tag:image:license,tag:indoor,tag:moved_from,tag:ref,tag:ref:IE:ucc,tag:source:inscription:pgl-Latn,tag:loc_name,tag:related:wikipedia,tag:related:wikidata,tag:url:ogham3D,tag:colour,tag:moved_from:wikidata,tag:ref:IE:ciic,tag:moved_date,tag:discovery:date,tag:source:inscription:pgk-Latn,tag:ref:IE:cpm,tag:url
node,452289802,5,2024-11-26T14:56:33Z,159620587,geozeisig,66391,51.7640921,-10.1218702,2,IE:smr:IE:nm,ogham_stone,Darrynane Beg Ogham Stone,Cloch Oghaim Dhoire Fhíonáin Beag,346,KE106-113,Q42377707,en:Darrynane Beg Ogham Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,473149586,11,2024-11-26T14:56:33Z,159620587,geozeisig,66391,51.7129549,-9.9441746,2,IE:smr:IE:nm,ogham_stone,Ballycrovane Ogham Stone,,426,CO102-013----,Q805400,en:Ballycrovane Ogham Stone,co102-013-ogham-faunkill-and-the-woods-78f64a9071d441a8bb97eb8e8447b45a,attraction,https://skfb.ly/oMGRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,600221596,9,2025-04-22T20:10:05Z,165302708,Dafo43,114051,52.9958374,-6.5363958,2,IE:smr,ogham_stone,The Long Stone,,,WI022-012----,,,,,,granite,https://ogham.celt.dias.ie/search.php?ciic=51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1275923177,12,2024-05-06T12:42:24Z,150963379,b-unicycling,1713634,52.2578184,-10.2484763,2,,ogham_stone,Arraglen Ogham Stone,,221.01;10029,KE025-002----,Q48797670,en:Arraglen Ogham Stone,,,,,,Brandon Monument,QRIMITIR RO/Ṇ[A]/ṆN MAQ̣ COMOGANN,wikipedia,File:Ogham Stone (geograph 2391021).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2428911148,8,2024-12-22T09:47:54Z,160494986,geozeisig,66391,52.8273179,-6.570098,2,IE:smr,ogham_stone,,,,CW009-028021,,,,,,,https://ogham.celt.dias.ie/search.php?ciic=15,,,,,temporary trial re DIAS permission BH/NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3220290865,3,2024-12-10T07:19:59Z,160117665,geozeisig,66391,54.2465,-9.2536375,2,IE:smr,ogham_stone,Breastagh Ogham Stone,,,MA015-018001,Q28232526,en:Breastagh Ogham Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3621783646,5,2024-12-22T09:47:54Z,160494986,geozeisig,66391,53.0215908,-6.613205,2,IE:smr,ogham_stone,,,,WI021-004,,,,,,,https://ogham.celt.dias.ie/search.php?ciic=48,,,,,Ogham Stone (OSM Historical),yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3663314804,5,2024-11-27T14:04:08Z,159661420,geozeisig,66391,51.6447272,-8.8857259,2,IE:smr,ogham_stone,Templebryan North Ogham Stone,,,CO122-075004-,Q21036926,de:Oghamstein von Templebryan North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4395991496,5,2024-11-26T14:56:33Z,159620587,geozeisig,66391,52.1357501,-10.1307379,2,IE:smr,ogham_stone,Lugnagappul Ogham Stones,,,KE054-033004-;KE054-033002-,Q2016156,,,,,,,,,,,two ogham stones,,separate two ogham stones and map as two nodes,Lugnagappul Ogham Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111098877,7,2024-12-19T06:38:32Z,160379214,geozeisig,66391,52.4465553,-7.365915,2,IE:smr,ogham_stone,Lamoge Ogham Stone 1,,,KK034-013004-,,,lamogue-kk034-013004-905ec11e2d6b46ac8e1948353c04e55f,,https://skfb.ly/oMGSG,,,,,,,,,,,lying flat on the ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5111098878,8,2024-12-19T06:38:32Z,160379214,geozeisig,66391,52.4465447,-7.3658922,2,IE:smr,ogham_stone,Lamoge Ogham Stone 2,,,KK034-013003-,,,lamogue-kk034-013003-8a67b4b09dc0435c8b74c8f44811738c,,https://skfb.ly/oMGSF,,,,,,,,,,,"lying flat on the ground, more triangular in shape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5145413640,10,2024-11-27T14:04:08Z,159661420,geozeisig,66391,52.1102541,-10.4731829,2,IE:smr,ogham_stone,CIIC 178,,,KE052-059002-,Q70892682,,,,,,,,,,File:Coumeenoole_Ogham_Stone_(Dunmore_Head).jpg,,no,,,,ERC MAQI MAQI-ERCIAS MU DOVINIA,ogham.link,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5965037771,16,2024-12-11T06:53:08Z,160155386,geozeisig,66391,52.579261,-7.1300141,2,IE:smr,ogham_stone,Tullaherin Ogham Stone II,,,KK024-062009-,Q106674357,,,,https://skfb.ly/oRsN8,,,Loughboreen Ogham Stone,,,Category:Tullaherin ogham stone II,,yes,,,Standing upright. Measurements taken at widest and tallest point above ground level,,,local knowledge,yes,1.64,http://www.megalithicireland.com/Ogham%20stones/Tullaherin%20Ogham%20Stone.jpg,Loughboreen,"""In the Shadow of the Steeple"" Vol 1. 1987",0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6810674728,6,2024-11-26T14:56:33Z,159620587,geozeisig,66391,52.0607426,-9.6334553,2,IE:smr:IE:nm,ogham_stone,CIIC 203,,385,KE065-078008-,Q67978531,en:Dunloe Ogham Stones,,,,stone,,,,,,,,,,,MAQI-DECEDA MAQ̣[I],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7082266109,8,2024-02-29T15:53:59Z,148059141,fthierygeo,8813335,52.27578,-9.6430037,2,,ogham_stone,Tullygarran Ogham Stones,,295,KE029-241----;KE029-132----,Q40888587,en:Tullygarran ogham stones,,attraction,,,http://megalithicireland.com/Tullygarran%20Ogham%20Stones%20Kerry.html?src=gpx,,,,File:Tullygarran Ogham Stones.jpg,two ogham stones,,"move to exact location, might be inside the gate; separate two stones into two entries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7082293699,9,2023-09-19T16:05:47Z,141475991,b-unicycling,1713634,52.2670369,-9.6818467,2,,ogham_stone,,,57,KE029-157002-,Q30247114,en:Ratass Church,,,,sandstone,"http://megalithicireland.com/Ratass%20Church,%20Tralee,%20Kerry.html?src=gpx",,,,,,,,,,[A]NM SILLANN MAQ VATTILLOGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7110849500,12,2024-12-11T06:53:08Z,160155386,geozeisig,66391,52.655473,-7.1460785,2,IE:smr,ogham_stone,Churchclara Ogham Stone II,,,KK020-017010-,,,,,https://skfb.ly/oM87P,sandstone,,,,https://ogham.celt.dias.ie,,,yes,,,"Part of the church wall, low in the wall, left of the entrance.",,,survey;https://ogham.celt.dias.ie,yes,0.23,,,https://ogham.celt.dias.ie/stone.php?lang=en&site=Churchclara&stone=Churchclara_II,1.12,f Gelán grandson of..?,G[E]LẠGN[I A]V[I ̣ ̣ ? ̣ ̣,Q123024121,,,,,,,,,,,,,,,,,,,,,,,,
node,7110849501,10,2024-12-11T06:53:08Z,160155386,geozeisig,66391,52.655441,-7.1458376,2,IE:smr,ogham_stone,Churchclara Ogham Stone I,,,KK020-017003-,,,,,,sandstone,,,,https://ogham.celt.dias.ie,,,yes,,,,,,survey;O'Kelly's Placenames p. 66,yes,0.22,,,https://ogham.celt.dias.ie/stone.php?lang=en&site=Churchclara&stone=28._Churchclara_I,1.56,,TAṢ[EGA]GN[I]/ [MAQ(?)]/ Ị MUC[O]Ị MAC̣[O]Ṛ[BO],Q123024121,east window on the outside of the wall,,,,,,,,,,,,,,,,,,,,,,,
node,7203972860,4,2024-10-16T12:47:23Z,157963046,fthierygeo,8813335,52.1788809,-10.3881606,yes,,ogham_stone,Ballinrannig Stone VII (CIIC 154),,,KE042-057003-,Q30247257,,,,,,,,,,File:County_Kerry_-_Ballinrannig_Stone_-_20060103222940.jpg,,no,,,,CUNAMAQQI CORBBI MAQQ[I MUCCOI DOVVINIA]S,ogham.link,survey,,,,,,,,,,,megalith,,,,,,,,,,,,,,,,,,,,,,
node,7925063785,4,2023-09-19T16:20:09Z,141476534,b-unicycling,1713634,51.9488162,-7.7259219,,,ogham_stone,Lugudeccas Stone,,,WA040-008025-,Q19297554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8308921075,11,2024-02-21T22:41:06Z,147752222,b-unicycling,1713634,52.4642462,-7.2251274,2,,ogham_stone,Ballyboodan Ogham Stone,,599,KK031-058,Q28232281,en:Ballyboodan Ogham Stone,ballyboodan-ogham-stone-6b733b9fd210496bbe555b3c426ff182,,https://skfb.ly/FJFG,,,,,,Category:Ballyboodan Ogham Stone,,,,,"Lying flat on the ground, surrounded by wooden fence.",,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8355471227,4,2023-09-19T15:57:15Z,141475627,b-unicycling,1713634,52.5619056,-8.7788645,,,ogham_stone,,,,,,,,,,,,,,,,,yes,heights need to be measured and context shot taken to identify them and attribute ref:IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8355471228,4,2023-09-19T15:57:15Z,141475627,b-unicycling,1713634,52.5619303,-8.7788896,,,ogham_stone,,,,,,,,,,,,,,,,,yes,heights need to be measured and context shot taken to identify them and attribute ref:IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8355471229,4,2023-09-19T15:57:15Z,141475627,b-unicycling,1713634,52.561976,-8.7788418,,,ogham_stone,,,,,,,,,,,,,,,,,yes,heights need to be measured and context shot taken to identify them and attribute ref:IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8355471230,4,2023-09-19T15:57:15Z,141475627,b-unicycling,1713634,52.561926,-8.778782,,,ogham_stone,,,,,,,,,,,,,,,,,yes,heights need to be measured and context shot taken to identify them and attribute ref:IE:smr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8355471231,4,2023-09-19T15:57:15Z,141475627,b-unicycling,1713634,52.5619817,-8.7787799,,,ogham_stone,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8494707479,10,2024-12-11T06:53:09Z,160155386,geozeisig,66391,52.5792662,-7.1299631,2,IE:smr,ogham_stone,Tullaherin Ogham Stone I,,,KK024-062005-,Q106674310,,,,https://skfb.ly/oRsPU,,,,,,Category:Tullaherin Ogham stone I,The dimensions are measured from the widest point and the highest point from above the ground.,no,,,"White, standing ogham stone.",,,local knowledge,yes,0.66,,,"""In the Shadow of the Steeple"" Vol 1. 1987",0.23,,,,,,medieval,,,,,,,,,,,,,,,,,,,,,
node,8520931982,10,2024-12-11T06:53:09Z,160155386,geozeisig,66391,52.6542733,-7.254818,2,IE:smr,ogham_stone,,,,KK019-131----,,,shankill-kk019-131-65c3c5e326e442ffad8f87e2a533a070,,https://skfb.ly/6TZ6U,carboniferous limestone,,,,,,,,,,"Find location was near Shankill, Co. Kilkenny in 1970. Authenticity is doubted. Location varies, periodically moved within the museum.",,,museum's label,customers,0.58,,,https://ogham.celt.dias.ie/stone.php?lang=en&site=Rothe_House&stone=Shankill&stoneinfo=description,0.14,of Mac-Conlach/Conlang son of Cóel descendant of Cosc,MAQICUNALIGẸẠṢ / MAQI COILLI/ MUCOI COSCỊ/̣ẸẠṢ,,,,,2,,,,,,,,,,,,,,,,,,,,
node,8520962885,6,2024-12-11T06:53:09Z,160155386,geozeisig,66391,52.5108035,-7.1574784,2,IE:smr,ogham_stone,,,,KK028-062011-,,,,,https://skfb.ly/oMGSR,,,,,,,,yes,,,Original location was Cloghabrody north of Thomastown.,,,local knowledge,customers,1.46,,,,0.31,of Fedelmid/Feidlimid descendant of Loígde grandson of Muinchú,VEDDELLEMETTO MU/CI/ LOGIDDEAS/ AVVI MUNICCONA,,,,,,0.2,https://ogham.celt.dias.ie/stone.php?lang=en&site=Jerpoint_Abbey&stone=Cloghabrody,,,,,,,,,,,,,,,,,,
node,8584276628,4,2023-09-19T16:02:40Z,141475864,b-unicycling,1713634,52.1691185,-9.7258022,2,,ogham_stone,Ardcanaght Ogham Stone,,430,KE047-026001-,Q38251860,en:Ardcanaght Stones,,,,,,,,,,,yes,,,,,,https://ogham.celt.dias.ie/stone.php?lang=en&site=Ardcanaght&stone=246a._Ardcanaght_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9110402648,12,2024-11-27T14:04:08Z,159661420,geozeisig,66391,52.1847478,-10.3364628,2,IE:smr,ogham_stone,CIIC 187,,,KE042-026001,Q70892706,,kilmalkedar-ogham-stone-rgb-27a2344de48842978505db558cc0712c,,https://skfb.ly/6opHY,,,,,,,,no,,,,ẠṆM MẠỊLE-INBIR MACI BROCANN,ogham.link,https://holywellscorkandkerry.com/2019/08/21/two-wells-a-whole-lot-more-at-cill-mhaoilcheadair/;survey,,,https://www.flickr.com/photos/196367420@N05/52324823400/in/album-72177720301745883/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9990835587,18,2024-06-11T15:52:55Z,152549910,b-unicycling,1713634,51.8937512,-8.4922982,,,ogham_stone,CIIC 114/ UCC 26,,,CO074-139----,Q70885736,,,,,,,,,,,,yes,,,,GRIMIGGN[I MAQ]I CERC...,ogham.link,survey,,,https://flic.kr/p/2omvCu6,,,0.15,,GRI[ ]GGN CERR...,Q69379477,,,,,0.55,,CC BY-NC-SA 2.0,yes,"Knockshanawee, Co. Cork souterrain",,,,,,,,,,,,,,,
node,10040750611,7,2024-12-22T09:47:55Z,160494986,geozeisig,66391,53.3439268,-6.2564185,2,IE:smr,ogham_stone,CIIC 137 / TCBKD A,,,DU018-294----,Q70892569,,,,,,,,,,,,yes,,,,ANM VEDLI OIGGOI MACI SEDDOINI,ogham.link,survey,,,,,,,,,Q258464,,,,,,,,,,,,,,,,,,,,,,,,
node,10040757680,4,2024-11-26T14:56:33Z,159620587,geozeisig,66391,52.0767683,-9.5543233,2,IE:smr,ogham_stone,CIIC 242,,,KE066-016009-,Q70892852,,,,,,,,,,,,no,,,,BRRUANANN,ogham.link,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10041491619,4,2024-11-26T14:56:34Z,159620587,geozeisig,66391,52.136177,-10.1379247,2,IE:smr,ogham_stone,CIIC 141,,,KE054-032003-,Q70892578,,,,,,,,,,,,no,,,,... MAQI MAQ[I-...O]GGODIKA,ogham.link,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10041927343,6,2024-11-26T14:56:34Z,159620587,geozeisig,66391,52.1361046,-10.1376772,2,IE:smr,ogham_stone,CIIC 142,,,KE054-032004,Q70892582,,ke054-032004-aglish-oghamstone-ac451e7f6dfb4d1b9effd8017ba6b5cc,,https://skfb.ly/ovOwS,,,,,,,,no,,,,...] CELI AVI VU[...,ogham.link,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10560404607,12,2024-06-05T22:51:27Z,152307179,b-unicycling,1713634,51.8936981,-8.4924824,,,ogham_stone,CIIC 86 / UCC 18,,,CO074-162----,Q106680741,,,,,,,,,,,,yes,,,,GRILAGNI MAQI SCILAGNI,ogham.link,survey,,,,,,,,CLIUCOANAS MAQI MAQI-TR[E]NI,Q69379477,,,,0,,,,yes,"Ballyknock, Co. Cork",CIIC 86,18,information panel,,,,,,,,,,,,
node,10563395863,5,2024-12-22T09:47:55Z,160494986,geozeisig,66391,53.3439213,-6.2563912,2,IE:smr,ogham_stone,CIIC 185 / TCBKD B,,,DU018-294----,Q106680858,,,,,,,,,,,,yes,,,,[CO?]BB[A?] AVI VLATIAMI MAQ...,ogham.link,servey,,,,,,,,,Q258464,,,,,,,,,,,,,,,,,,,,,,,,
node,10594924965,4,2023-02-22T09:41:42Z,132870550,b-unicycling,1713634,52.9442531,-6.613909,2,,ogham_stone,Crossoona Ogham Stone,,418,WI027-038002,Q28232133,en:Crossoona Rath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10594973066,4,2023-09-19T16:40:08Z,141477321,b-unicycling,1713634,52.9046431,-6.0714863,2,,ogham_stone,Castletimon Ogham Stone,,304,WI036-010----,Q28232123,en:Castletimon Ogham Stone,,,,,,,,,,,,check location,,,,,,,,,,,,,,,,,,,,,,,,,,,The Giant's Stone,,,,,,,,,,,
node,10601966811,4,2023-09-19T15:39:11Z,141474895,b-unicycling,1713634,53.8343177,-8.3699177,2,,ogham_stone,,,650,RO015-051004-,Q116689501,,,,,,,,,,,,,,,white line on Bing could be the fallen ogham stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10601966825,5,2023-09-19T15:39:11Z,141474895,b-unicycling,1713634,53.834366,-8.3698983,2,,ogham_stone,,,650,RO015-051001-,Q116689501,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,en:Drummin fort,,,,,,,,,,
node,10633917137,6,2024-11-26T07:16:09Z,159601525,geozeisig,66391,52.0780035,-8.6068654,2,IE:smr;IE:nm,ogham_stone,,,552,CO042-049001-,Q29587056,en:Greenhill Ogham Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10633917138,6,2024-11-26T07:16:09Z,159601525,geozeisig,66391,52.0776095,-8.6068319,2,IE:smr;IE:nm,ogham_stone,,,552,CO042-049002-,Q29587056,en:Greenhill Ogham Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10639514250,2,2023-02-16T14:00:09Z,132630992,b-unicycling,1713634,52.1767439,-10.2225267,2,,ogham_stone,Ballybowler North Ogham Stone,,221,,Q78062999,en:Ballybowler North Ogham Stone,,,,,,,,,,estimated location using wikipedia coordinates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10652133873,7,2024-11-26T14:56:34Z,159620587,geozeisig,66391,51.88842,-10.183724,2,IE:smr:IE:nm,ogham_stone,,,228,KE089-011001,Q38251789,en:Cloghanecarhan,cloghanecarhan-ogham-stone-22bec10b6158442f9e5b02d33122d833,,https://skfb.ly/KqYr,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10652214543,6,2024-11-26T14:56:34Z,159620587,geozeisig,66391,52.1315518,-10.2160272,2,IE:smr:IE:nm,ogham_stone,,,221.46;10041,KE053-040,Q96377241,en:Emlagh East Ogham Stone,ke053-040-emlagh-east-ogham-f71f242e7e614cfaa8265bf44f85837a,,https://skfb.ly/oMGS7,,,,,,"File:CIIC 180. Emlagh East (IMLEACH DHÚN SÉANN), Co. Kerry.png",,,,,First ogham stone ever to be recorded in Ireland.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10656139839,4,2024-11-26T14:56:34Z,159620587,geozeisig,66391,52.0740165,-9.7458977,2,IE:smr:IE:nm,ogham_stone,,,329,KE065-003009-;KE065-003010-;KE065-003007-;KE065-003005-;KE065-003008-;KE065-003002-;KE065-003006-,Q40889193,en:Kilcoolaght East ogham stones,,,,,,,,,,seven stones,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10709752679,5,2024-12-07T07:03:04Z,160017346,geozeisig,66391,53.7263566,-8.6974336,2,IE:smr,ogham_stone,,,,MA103-022----,,,ma103-022-ballybeg-920aa00f87e64bd88fbd0eba5e3f8888,,https://sketchfab.com/3d-models/ma103-022-ballybeg-920aa00f87e64bd88fbd0eba5e3f8888,,,,,,,,,,,,,,British War office map;Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
